Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
SIEB,Siebert Financial Corporation,Finance,2014,Balance Sheet,8300000,-8700000,8300000,2600000,0,0,0,1100000,-504000,8000,726000,20700000,0,0,0,0,0,0,0,2200000,2200000,0,0,18600000,18600000,22100000,0,0,SIEB,2014,Income Statement,14000000,1400000,267000,12300000,7500000,0,18200000,-4200000,-??,-4300000,0,1800000,-6600000,0,-6600000,22100000,22100000,0,0,0,0,0,104000,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TIL,Till Capital Ltd.,Finance,2014,Balance Sheet,17100000,15300000,25900000,6100000,0,0,0,0,0,347900,29500000,53000000,0,61000,0,0,0,260500,0,7700000,8000000,-969300,0,40300000,40300000,3600000,0,0,TIL,2014,Income Statement,9800000,2700000,326000,6800000,0,0,6300000,3500000,-??,-10400000,12800,-2900000,-9800000,-2900000,-6000000,3300000,3300000,-2,-2,0,0,-969300,0,0,0,0,7700000,0,12800,91500,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
TD,Toronto-Dominion Bank,Finance,2014,Balance Sheet,0,-733700000,0,0,0,0,0,0,0,15000000000,31800000000,837900000000,0,55900000000,5600000000,0,0,37500000000,-1800000000,122700000000,788100000000,-98100000,2000000000,46500000000,48500000000,1800000000,0,2500000000,TD,2014,Income Statement,33500000000,0,1000000000,0,0,0,25100000000,8400000000,-??,-35800000,1100000000,0,8300000000,-1400000000,7100000000,1800000000,1800000000,4,4,0,0,-98100000,0,293500000,7300000000,-131200000,4100000000,1400000000,5900000000,21900000000,11600000000,17800000000,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0
USB,U.S. Bancorp,Finance,2014,Balance Sheet,0,2200000000,0,0,0,0,0,0,0,12600000000,39000000000,406200000000,0,30400000000,0,0,0,31800000000,-1700000000,11700000000,362000000000,-57000000,4800000000,38700000000,43500000000,1800000000,0,10700000000,USB,2014,Income Statement,20400000000,0,501000000,0,0,0,12400000000,8000000000,-??,-8000000,988000000,0,8000000000,-2100000000,5800000000,1800000000,1800000000,3,3,0,0,-57000000,0,0,3800000000,-243000000,573000000,1200000000,1500000000,12200000000,8200000000,9800000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
WFC,Wells Fargo & Co.,Finance,2014,Balance Sheet,0,-348000000,0,0,0,0,0,0,0,44100000000,109100000000,1700000000000,0,80100000000,74900000000,0,0,167300000000,-11300000000,74900000000,1500000000000,-551000000,19200000000,165200000000,184400000000,5200000000,0,19600000000,WFC,2014,Income Statement,90200000000,0,2500000000,0,0,0,56000000000,34200000000,-??,-322000000,2900000000,28000000,33900000000,-10300000000,23100000000,5200000000,5300000000,4,4,0,0,-551000000,0,0,13100000000,-1200000000,5800000000,1400000000,4000000000,47600000000,42600000000,50600000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
WBK,Westpac Banking Corporation,Finance,2014,Balance Sheet,0,12900000000,0,0,0,0,0,0,0,11000000000,0,675300000000,0,27800000000,0,0,0,131200000000,-845300000,68800000000,632100000000,-58900000,0,42400000000,42400000000,3100000000,0,23900000000,WBK,2014,Income Statement,35600000000,0,938700000,0,0,0,25700000000,9900000000,-??,-56100000,4000000000,89300000,9900000000,-2900000000,6900000000,3100000000,3300000000,2,2,0,0,-58900000,0,0,2700000000,0,0,598200000,17200000000,29700000000,5800000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0
WBKC,Wolverine Bancorp Inc.,Finance,2014,Balance Sheet,0,3500000,0,0,0,0,0,0,0,0,1500000,336700000,0,13000000,0,0,0,37000000,-3400000,1600000,275100000,0,0,61500000,61500000,2300000,0,477000,WBKC,2014,Income Statement,15500000,0,252000,0,0,0,12200000,3400000,-??,-??,2000000,747000,4100000,-1400000,2600000,2100000,2100000,1,1,0,0,0,0,0,0,0,696000,1000000,3100000,14600000,935000,8000000,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
WRLD,World Acceptance Corporation,Finance,2014,Balance Sheet,19600000,7900000,19600000,0,0,0,0,60800000,-35900000,9700000,21500000,868400000,0,0,0,0,0,505500000,-33500000,37200000,561000000,0,0,307400000,307400000,10300000,0,0,WRLD,2014,Income Statement,617600000,0,7300000,0,253400000,0,447400000,170200000,-??,-??,21200000,0,170200000,-63600000,106600000,11400000,11700000,9,9,0,0,0,0,0,0,0,75500000,126600000,21200000,542200000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
YRD,Yirendai Ltd.,Finance,2014,Balance Sheet,220100,221100,220100,61500000,0,0,0,0,0,0,2000000,64300000,0,0,0,0,0,0,0,28600000,28600000,0,0,35700000,35700000,59600000,0,0,YRD,2014,Income Statement,31800000,3500000,184300,28100000,32500000,0,36200000,-4500000,-??,-??,0,0,-4500000,-5000,-4500000,59600000,59600000,0,0,0,0,0,0,0,0,0,31800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PYDS,Payment Data Systems Inc.,Finance,2014,Balance Sheet,55000000,28400000,55000000,1000000,0,902300,56900000,3800000,-1100000,412400,578100,61100000,37800,0,589300,53900000,54100000,0,-848000,0,54100000,0,0,7000000,7000000,11900000,0,0,PYDS,2014,Income Statement,13400000,9200000,41000,4100000,1900000,0,11200000,2200000,11000,-??,0,100100,2400000,-1500000,3800000,6500000,9300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0
GROW,US Global Investors Inc.,Finance,2014,Balance Sheet,5900000,-12200000,5900000,2500000,0,0,0,7400000,-4400000,86000,675000,37800000,0,0,933000,0,0,0,-298000,2100000,2100000,-7000,0,35100000,35100000,15400000,0,0,GROW,2014,Income Statement,12800000,2000000,256000,10600000,5800000,0,14800000,-2000000,257000,-3000,0,1000,-1200000,-517000,-970000,15500000,15500000,0,0,-243000,0,-7000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HSBC,HSBC Holdings PLC,Finance,2014,Balance Sheet,0,-29600000000,0,0,0,0,0,0,0,27300000000,242500000000,2600000000000,0,157400000000,0,0,0,80000000000,-5500000000,824100000000,2400000000000,-1000000000,1400000000,176000000000,177400000000,3800000000,0,161200000000,HSBC,2014,Income Statement,91600000000,0,2300000000,0,0,0,75800000000,15900000000,437200000,-436200000,5100000000,219100000,16100000000,-4000000000,13600000000,3800000000,3800000000,3,3,0,0,-1000000000,0,2500000000,32000000000,-570700000,12700000000,4000000000,16200000000,51100000000,40600000000,55500000000,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
LYG,Lloyds Banking Group PLC,Finance,2014,Balance Sheet,0,-2700000000,0,0,0,0,0,0,0,6400000000,49700000000,1300000000000,0,57800000000,0,0,0,128700000000,-6400000000,372500000000,1300000000000,-143200000,0,67600000000,67600000000,17800000000,0,80600000000,LYG,2014,Income Statement,64700000000,0,3200000000,0,0,0,62300000000,2400000000,844600000,-442900000,5000000000,0,2800000000,-433000000,2000000000,17800000000,18100000000,0,0,0,0,-143200000,0,52700000,30700000000,0,13200000000,1200000000,14100000000,31600000000,33100000000,47000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0
T,AT&T Inc.,Public Utilities,2014,Balance Sheet,8600000000,5300000000,10500000000,14500000000,1900000000,4200000000,32000000000,282300000000,-169400000000,136700000000,146900000000,292800000000,15000000000,6100000000,4800000000,8900000000,37300000000,76000000000,-37500000000,18000000000,205900000000,-294000000,0,86400000000,86400000000,5200000000,831000000,0,T,2014,Income Statement,132400000000,60600000000,18300000000,53600000000,39700000000,1700000000,118600000000,13900000000,0,0,3800000000,-580000000,10000000000,-3400000000,6200000000,5200000000,5200000000,1,1,0,0,-294000000,175000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
OPTT,Ocean Power Technologies Inc.,Public Utilities,2014,Balance Sheet,20000000,7500000,34500000,346100,0,568400,35400000,1800000,-1500000,828300,1200000,38100000,501400,100000,1700000,7900000,9200000,150000,0,0,10000000,-221900,0,28500000,28500000,1800000,0,0,OPTT,2014,Income Statement,1500000,1100000,421800,-11400,13900000,4600000,14600000,-13200000,0,0,0,183700,-12900000,-1700000,-11000000,1200000,1200000,-9,-9,0,0,-221900,0,0,-785000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,1,0,0
OTEL,Otelco Inc.,Public Utilities,2014,Balance Sheet,5100000,-4800000,5100000,5700000,1900000,2200000,18300000,284900000,-233700000,48200000,49800000,122400000,1100000,6700000,5100000,6500000,14900000,105500000,-24000000,142000,146400000,0,0,-24000000,-24000000,3100000,3400000,0,OTEL,2014,Income Statement,73900000,35500000,10600000,27800000,10900000,0,57000000,16900000,0,0,8900000,210000,8200000,-3200000,5000000,3100000,3200000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,0,0
SJI,South Jersey Industries Inc.,Public Utilities,2014,Balance Sheet,4200000,353000,89500000,258600000,65400000,139000000,566700000,2600000000,-490900000,0,428100000,3300000000,273000000,395600000,7100000,177700000,850200000,879200000,-344500000,87400000,2400000000,0,0,932400000,932400000,68100000,14100000,0,SJI,2014,Income Statement,910700000,675200000,78500000,157100000,0,0,759400000,151300000,0,-24200000,33300000,11400000,109900000,-4400000,97000000,66300000,66400000,1,1,-582000,0,0,0,-7800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
SUNW,Sunworks Inc.,Public Utilities,2014,Balance Sheet,414100,403700,414100,3300000,22900,281000,4000000,167400,-83200,2600000,2600000,6700000,1500000,1700000,283800,1300000,4800000,0,0,0,4800000,0,0,2000000,2000000,14000000,0,0,SUNW,2014,Income Statement,20200000,14600000,10200,5600000,5300000,112500,19900000,311100,0,-21000000,4200000,-33100,-24900000,0,-24900000,11600000,11600000,-56,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,-1,3,3,0,0
TLN,Talen Energy Corporation,Public Utilities,2014,Balance Sheet,1100000000,0,2200000000,610000000,555000000,52000000,3400000000,13700000000,-6200000000,1600000000,1700000000,13900000000,464000000,1200000000,16000000,1500000000,3100000000,2900000000,-1400000000,637000000,8500000000,0,0,5400000000,5400000000,0,23000000,0,TLN,2014,Income Statement,4300000000,3500000000,334000000,487000000,0,0,3900000000,409000000,0,0,219000000,32000000,222000000,-83000000,139000000,128500000,128500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
VZ,Verizon Communications Inc.,Public Utilities,2014,Balance Sheet,10600000000,-42900000000,11200000000,14000000000,1200000000,3300000000,29600000000,230500000000,-140600000000,105700000000,112300000000,232700000000,5600000000,2700000000,5500000000,13300000000,28100000000,110500000000,-41600000000,5600000000,219000000000,-2300000000,0,12300000000,12300000000,4200000000,0,0,VZ,2014,Income Statement,127100000000,49900000000,16500000000,60600000000,33900000000,0,100300000000,26700000000,0,-7800000000,5300000000,-595000000,15300000000,-3300000000,9600000000,4000000000,4000000000,2,2,0,0,-2300000000,1800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,19,0,0
ACPW,Active Power Inc,Public Utilities,2014,Balance Sheet,14900000,2100000,14900000,11200000,6800000,800000,33700000,21900000,-19800000,0,291000,36100000,4000000,5500000,1300000,5600000,16500000,0,0,18000,17300000,0,0,18800000,18800000,23100000,0,0,ACPW,2014,Income Statement,49100000,35300000,1200000,12700000,24000000,6700000,60500000,-11300000,-??,-700000,395000,-160000,-12600000,-252000,-12800000,22500000,22500000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,2,0,0
AZUR,Azure Midstream Partners LP,Public Utilities,2014,Balance Sheet,2600000,-554000,2600000,5500000,213000,0,8800000,205800000,-43700000,0,900000,171800000,2600000,0,2400000,2400000,5500000,11000000,-399000,0,17400000,-435000,0,153900000,153900000,17700000,456000,0,AZUR,2014,Income Statement,75200000,32900000,8800000,33500000,8700000,0,51700000,23500000,-??,-??,811000,-60000,22700000,-553000,21500000,17600000,17800000,1,1,0,0,-435000,0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CHL,China Mobile Ltd.,Public Utilities,2014,Balance Sheet,10900000000,3500000000,67900000000,2800000000,1500000000,7400000000,79500000000,214100000000,-108000000000,5800000000,9800000000,209000000000,36100000000,11000000,7600000000,31600000000,69600000000,804600000,-734800000,0,70600000000,-20400000,0,138100000000,138100000000,4100000000,0,0,CHL,2014,Income Statement,104100000000,25300000000,18900000000,59900000000,40300000000,0,84500000000,19600000000,-??,-598400000,37000000,176700000,23100000000,-5400000000,17700000000,4100000000,4100000000,4,4,0,0,-20400000,1300000000,0,47600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
GLOW,Glowpoint Inc.,Public Utilities,2014,Balance Sheet,1900000,-356000,1900000,3300000,0,0,6100000,15500000,-12300000,12900000,13200000,22600000,1200000,441000,1000000,1700000,3700000,10800000,-142000,0,14600000,0,167000,7800000,8000000,36000000,911000,0,GLOW,2014,Income Statement,32200000,18300000,2700000,11100000,10000000,1000000,31000000,1200000,-??,-2300000,1400000,-18000,-2600000,-139000,-2800000,34900000,34900000,0,0,0,0,0,0,0,0,-20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
GXP,Great Plains Energy Inc.,Public Utilities,2014,Balance Sheet,13000000,2400000,14200000,259100000,242800000,190300000,706400000,13000000000,-4800000000,300200000,1400000000,10500000000,388000000,548400000,41300000,66000000,1100000000,3500000000,-1100000000,371600000,6900000000,0,39000000,3600000000,3600000000,154200000,0,0,GXP,2014,Income Statement,2600000000,1400000000,378200000,760700000,0,0,2000000000,552100000,-??,-17600000,175400000,-600000,358500000,-115700000,242800000,153900000,154100000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
STR,Questar Corporation,Public Utilities,2014,Balance Sheet,32000000,16000000,32000000,118100000,74100000,190300000,414500000,6000000000,-2200000000,9800000,75000000,4200000000,116000000,373100000,54000000,132300000,621400000,1300000000,-715600000,154000000,3000000000,0,0,1200000000,1200000000,175400000,0,0,STR,2014,Income Statement,1200000000,354600000,234400000,600300000,127600000,0,782800000,406500000,-??,-2300000,63600000,5600000,352400000,-125900000,226500000,175800000,176100000,1,1,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
ZHNE,Zhone Technologies Inc.,Public Utilities,2014,Balance Sheet,11500000,-4200000,11500000,29900000,20000000,2900000,64300000,16600000,-15400000,0,255000,65700000,11700000,10000000,3600000,5400000,29400000,0,0,2000000,31400000,0,0,34300000,34300000,32500000,0,0,ZHNE,2014,Income Statement,120600000,78300000,403000,41800000,45800000,17300000,124600000,-4000000,-??,0,68000,-1000,-4100000,-68000,-4100000,32400000,32400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
DUK,Duke Energy Corporation,Public Utilities,2014,Balance Sheet,2000000000,535000000,2000000000,2800000000,3500000000,3300000000,11600000000,104900000000,-34800000000,16600000000,32900000000,120700000000,2300000000,5300000000,418000000,3000000000,11200000000,37200000000,-13400000000,7900000000,79800000000,-6000000,0,40900000000,40900000000,707000000,0,0,DUK,2014,Income Statement,23900000000,14300000000,3100000000,6600000000,0,0,18600000000,5400000000,1000000,-125000000,1600000000,320000000,4100000000,-1700000000,1900000000,707000000,707000000,3,3,-576000000,0,-6000000,130000000,0,1200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
INFN,Infinera Corporation,Public Utilities,2014,Balance Sheet,86500000,-37800000,326100000,154600000,146500000,24600000,651900000,242400000,-160800000,0,5400000,818000000,61500000,0,22400000,74000000,174300000,116900000,0,19300000,336100000,0,0,481900000,481900000,126200000,0,0,INFN,2014,Income Statement,668100000,353900000,25900000,288300000,261000000,133500000,640700000,27300000,1600000,0,11000000,-3000000,16400000,-2800000,13700000,123700000,128600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
ADGE,American DG Energy Inc.,Public Utilities,2014,Balance Sheet,11800000,2000000,11800000,1200000,1200000,852100,15000000,34400000,-9500000,0,92100,40000000,605500,0,485600,1100000,1700000,20500000,0,9000,22200000,-636500,0,14700000,14700000,52100000,0,0,ADGE,2014,Income Statement,8600000,6800000,1900000,-132500,4300000,0,13000000,-4400000,125500,-1600000,1400000,0,-7200000,-645000,-5900000,51000000,51000000,0,0,0,0,-636500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,0,0
TEF,Telefonica S.A.,Public Utilities,2014,Balance Sheet,7900000000,-4500000000,11400000000,10600000000,1100000000,4700000000,29200000000,137000000000,-96600000000,57400000000,57800000000,148000000000,10600000000,10500000000,0,11700000000,36300000000,57400000000,-4000000000,5700000000,111300000000,-331700000,0,25600000000,25600000000,4600000000,1300000000,0,TEF,2014,Income Statement,66600000000,41400000000,11300000000,13900000000,4400000000,0,58500000000,8000000000,2500000000,-2700000000,3600000000,535100000,5500000000,-506100000,4000000000,4600000000,4700000000,1,1,0,0,-331700000,0,-673900000,1400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
DYN,Dynegy Inc.,Public Utilities,2014,Balance Sheet,2000000000,1000000000,2100000000,270000000,208000000,95000000,2700000000,3700000000,-430000000,38000000,181000000,11200000000,216000000,31000000,237000000,414000000,681000000,7100000000,-20000000,248000000,8200000000,-6000000,387000000,2600000000,3000000000,124400000,0,0,DYN,2014,Income Statement,2700000000,2100000000,304000000,295000000,111000000,0,2500000000,184000000,3000000,-276000000,217000000,19000000,-268000000,-1000000,-273000000,105000000,105000000,-3,-3,0,0,-6000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
TSU,TIM Participacoes S/A,Public Utilities,2014,Balance Sheet,2000000000,-23200000,2000000000,1900000000,99300000,176900000,4300000000,9400000000,-6000000000,3500000000,3500000000,12300000000,2000000000,483500000,0,651300000,3400000000,2200000000,-45000000,480100000,6500000000,0,0,5800000000,5800000000,484000000,100200000,0,TSU,2014,Income Statement,8300000000,3300000000,1300000000,3700000000,2500000000,0,7300000000,1000000000,36500000,-78700000,183400000,-133000000,931900000,-274700000,657200000,483600000,483800000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
NFG,National Fuel Gas Company,Public Utilities,2014,Balance Sheet,36900000,-26300000,39600000,183600000,67200000,63000000,377300000,8200000000,-2500000000,5500000,296300000,6700000000,136700000,85600000,110300000,223500000,490600000,1600000000,-1500000000,295400000,4300000000,0,0,2400000000,2400000000,84200000,23800000,0,NFG,2014,Income Statement,2100000000,1100000000,383800000,679700000,0,0,1500000000,589000000,524000,0,95000000,-10400000,489000000,-189600000,299400000,83900000,85000000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,2014,Balance Sheet,6600000,-21900000,6600000,120000000,4100000,4400000,149600000,9400000000,-1800000000,293300000,468000000,8200000000,61700000,400000,47400000,131800000,220200000,3700000000,0,75000000,4100000000,-82100000,0,4000000000,4000000000,243300000,14500000,0,BWP,2014,Income Statement,1200000000,318300000,290500000,624800000,122400000,0,824700000,408900000,600000,-12700000,174700000,4200000,147200000,-400000,228900000,243300000,243300000,1,1,0,0,-82100000,-86500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
NGG,National Grid PLC,Public Utilities,2014,Balance Sheet,590200000,-493300000,5800000000,4400000000,446800000,1800000000,12500000000,89300000000,-27300000000,8800000000,9100000000,90300000000,3200000000,5900000000,0,2900000000,12200000000,37400000000,-6800000000,1800000000,70400000000,-19200000,0,19900000000,19900000000,746100000,0,0,NGG,2014,Income Statement,23600000000,7400000000,2300000000,14000000000,6600000000,0,17800000000,5800000000,616300000,-354400000,1900000000,-172400000,4300000000,-453400000,4000000000,745800000,749600000,5,5,0,0,-19200000,0,44700000,1500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
NTT,Nippon Telegraph and Telephone Corporation,Public Utilities,2014,Balance Sheet,9600000000,229400000,9900000000,27300000000,4000000000,6000000000,47200000000,368700000000,-273200000000,27200000000,38800000000,197000000000,15000000000,6900000000,0,6900000000,35700000000,34200000000,-4200000000,4600000000,90900000000,-1700000000,0,82600000000,82600000000,4400000000,0,0,NTT,2014,Income Statement,108800000000,48700000000,18700000000,41400000000,29200000000,2500000000,96600000000,12200000000,641900000,-119300000,512500000,460100000,12900000000,-4800000000,5800000000,4600000000,4600000000,1,1,0,0,-1700000000,0,-505900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
NEE,NextEra Energy Inc.,Public Utilities,2014,Balance Sheet,805000000,139000000,1800000000,2200000000,1300000000,1700000000,6900000000,73600000000,-17900000000,774000000,4400000000,74900000000,1400000000,4700000000,1200000000,3600000000,9700000000,24400000000,-9000000000,9500000000,54800000000,0,0,19900000000,19900000000,443000000,0,0,NEE,2014,Income Statement,16400000000,8400000000,2900000000,5100000000,0,0,12600000000,3700000000,748000000,-89000000,1300000000,276000000,3600000000,-1200000000,2500000000,434400000,440100000,6,6,0,0,0,93000000,0,1300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
BT,BT Group PLC,Public Utilities,2014,Balance Sheet,1200000000,-375200000,4300000000,2700000000,136700000,1500000000,9500000000,81500000000,-58500000000,5100000000,5300000000,41500000000,4600000000,3100000000,740200000,4600000000,12800000000,13200000000,-1100000000,2500000000,42500000000,0,0,-987000000,-987000000,791900000,846900000,0,BT,2014,Income Statement,29200000000,14000000000,4300000000,10900000000,5900000000,0,24200000000,5000000000,78200000,-905300000,919600000,408700000,3700000000,-469400000,3200000000,785700000,823100000,4,4,0,0,0,0,-4800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,1,-42,0,0
INVT,Inventergy Global Inc.,Public Utilities,2014,Balance Sheet,1400000,-75300,1400000,259000,302700,941800,5900000,0,0,19800000,31900000,37900000,1500000,1700000,301100,4100000,7300000,6300000,0,15600000,29200000,0,2700,8700000,8700000,2800000,3000000,0,INVT,2014,Income Statement,719300,722300,1400000,-1400000,11700000,0,13800000,-13100000,783100,-6300000,1400000,-40600,-20100000,-2400,-20100000,1800000,1800000,-12,-12,0,0,0,0,0,0,-436900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-28,0,4,0,0
NWN,Northwest Natural Gas Company,Public Utilities,2014,Balance Sheet,9500000,63000,9800000,69800000,77800000,205100000,362600000,3000000000,-871000000,129300000,509600000,3100000000,91400000,274700000,6100000,103300000,469400000,621700000,-531000000,358700000,2300000000,0,0,767300000,767300000,27300000,0,0,NWN,2014,Income Statement,754000000,493600000,98500000,161900000,0,0,621600000,132500000,80000000,-2000,124600000,10500000,100300000,-41600000,58700000,27200000,27200000,2,2,0,0,0,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
EPD,Enterprise Products Partners L.P.,Public Utilities,2014,Balance Sheet,74400000,17500000,74400000,3800000000,1000000000,576300000,5500000000,38000000000,-8200000000,8500000000,8700000000,47100000000,892700000,2200000000,4200000000,4800000000,7900000000,19200000000,-66600000,154600000,27400000000,-46100000,0,18100000000,18100000000,1900000000,0,0,EPD,2014,Income Statement,47900000000,43100000000,1400000000,3400000000,136700000,0,44600000000,3300000000,95000000,-57100000,966300000,154100000,2900000000,-23100000,2800000000,1800000000,1900000000,1,1,0,0,-46100000,259500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
MSFT,Microsoft Corp.,Technology,2014,Balance Sheet,8700000000,4900000000,85700000000,19500000000,2700000000,6300000000,114200000000,27800000000,-14800000000,27100000000,30400000000,172400000000,7400000000,2000000000,0,28200000000,45600000000,20600000000,-2600000000,1000000000,82600000000,0,0,89800000000,89800000000,8200000000,0,0,MSFT,2014,Income Statement,86700000000,21700000000,5200000000,59800000000,32000000000,11400000000,58900000000,27800000000,0,-561000000,597000000,313000000,27800000000,-5700000000,22100000000,8300000000,8400000000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
DCM,NTT DoCoMo Inc. ADR,Technology,2014,Balance Sheet,5100000000,331100000,5300000000,16400000000,2300000000,598100000,24500000000,65900000000,-41100000000,9000000000,10000000000,72900000000,7800000000,108000000,0,1600000000,11700000000,2200000000,-2500000000,997100000,17600000000,-87400000,0,54800000000,54800000000,4100000000,0,0,DCM,2014,Income Statement,44400000000,18400000000,7200000000,18900000000,10700000000,1000000000,36300000000,8200000000,0,-30400000,12100000,164100000,8300000000,-3100000000,4600000000,4100000000,4100000000,1,1,0,0,-87400000,0,-688400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
